"key","en — English","ru — Русский","ca — Català","de — Deutsch","el — Ελληνικά","es — Español","fr — Français","id — Bahasa Indonesia","it — Italiano","ja — 日本語","nl — Nederlands","oc — Occitan","pt_BR — Português (Brasil)","sv — Svenska","tr — Türkçe","zh_Hans — 简体中文","zh_Hant — 繁體中文"
"Sidebar.untitled-view","(Untitled View)","(Безымянный вид)","","(Ansicht ohne Titel)","","","(Vue sans titre)","","","(無題のビュー)","(Naamloze weergave)","","(View sem título)","(vy utan titel)","(Adlandırılmamış görünüm)","（未命名视图）","（無題視圖）"
"SidebarCategories.BlocksMenu.Move","Move To...","Перейти к...","","Bewege nach...","","","Déplacer vers ...","","Sposta a...","移動...","Verplaatsen naar...","","Mover Para...","Flytta till...","Şuraya taşı...","移动到...","移動至…"
"SidebarCategories.CategoryMenu.CreateNew","Create New Category","Создать новую категорию","","Erstelle neue Kategorie","","","Créer une nouvelle catégorie","","Crea nuova categoria","新しいカテゴリを作成する","Maak een nieuwe categorie","","Criar Nova Categoria","Skapa ny kategori","Yeni kategori ekle","创建新类别","新增分類"
"SidebarCategories.CategoryMenu.Delete","Delete Category","Удалить категорию","","Lösche Kategorie","","","Supprimer la catégorie","","Elimina categoria","カテゴリを削除する","Categorie verwijderen","","Excluir Categoria","Ta bort kategori","Kategoriyi sił","删除类别","刪除分類"
"SidebarCategories.CategoryMenu.DeleteModal.Body","Boards in <b>{categoryName}</b> will move back to the Boards categories. You're not removed from any boards.","Доски в <b>{categoryName}</b> вернутся к категориям ""Доски"". Вы не удалены ни с одной доски.","","Boards in <b>{categoryName}</b> werden zurück zu den Board-Kategorien bewegt. Du wirst von keinen Boards entfernt.","","","Les tableaux de <b>{categoryName}</b> reviendront à la catégorie par défaut. Aucun des tableaux ne seront supprimés.","","Le bacheche in <b>{categoryName}</b> andranno nelle categorie precedenti. Non hai rimosso alcuna bacheca.","<b>{categoryName}</b> にあるBoardは、Boards カテゴリに戻されます。どのBoardからも削除されることはありません。","Borden in <b>{categoryName}</b> zullen terug verhuizen naar de Boards categorieën. Je zal niet verwijderd worden uit enig board.","","Boards em <b>{categoryName}</b> serão movidos de volta para categoria de Boards. Você não será removido de nenhum board.","Boards i <b>{categoryName}</b> flyttas tillbaka till kategorierna Boards. Du har inte tagits bort från några Boards.","<b>{categoryName}</b> içindeki panolar Panolar kategorisine taşınacak. Herhangi bir panodan çıkarılmayacaksınız.","在于<b>{categoryName}</b>的板块会被移回板块类别。这并不会移除任何板块。","<b>{categoryName}</b> 中的看板將移回看板類別。 您不會從任何板上刪除。"
"SidebarCategories.CategoryMenu.DeleteModal.Title","Delete this category?","Удалить эту категорию?","","Diese Kategorie löschen?","","","Supprimer cette catégorie ?","","Eliminare questa categoria?","このカテゴリを削除しますか?","Deze categorie verwijderen?","","Excluir esta categoria?","Radera kategorin?","Bu kategori silinsin mi?","删除此类别？","刪除這個分類?"
"SidebarCategories.CategoryMenu.Update","Rename Category","Переименовать категорию","","Kategorie umbenennen","","","Renommer la catégorie","","Rinomina categoria","カテゴリ名を変更する","Categorie hernoemen","","Renomear Categoria","Byt namn på kategori","Kategoriyi yeniden adlandır","重命名类别","重新命名分類"
"SidebarTour.ManageCategories.Body","Categories are yours alone: moving a board into one changes nothing for anybody else on that board.","Категории — ваши личные: если перенести доску в свою, для остальных на этой доске ничего не изменится.","","Erstelle und verwalte eigene Kategorien. Diese sind benutzer-spezifisch, daher beeinflusst das Verschieben eines Boards in deine Kategorie andere Mitglieder, die das gleiche Board nutzen, nicht.","","","Créez et gérez des catégories personnalisées. Les catégories sont spécifiques à l'utilisateur, donc déplacer un tableau vers votre catégorie n'aura pas d'impact sur les autres membres utilisant le même tableau.","","","カスタムカテゴリーを作成し、管理することができます。カテゴリはユーザーごとに設定されるため、Boardを自分のカテゴリに移動しても、同じBoardを使用している他のメンバーには影響がありません。","Maak en beheer aangepaste categorieën. Categorieën zijn gebruikersspecifiek, dus het verplaatsen van een bord naar jouw categorie heeft geen invloed op andere leden die hetzelfde bord gebruiken.","","Criar e gerenciar categorias personalizadas. Categorias são específicas para usuário, então mover um board para sua categoria não impactará outros membros usando o mesmo board.","Skapa och hantera egna kategorier. Kategorier är användarspecifika, så om du flyttar en Board till din kategori påverkas inte andra medlemmar som använder samma Board.","Özel kategoriler oluşturun ve yönetin. Kategoriler kullanıcıya özeldir, bu nedenle bir panoyu kendi kategorinize taşımanız aynı panoyu kullanan diğer üyeleri etkilemez.","新建并管理自定义的类别。类别是用户专属的，所以移动板块到你的类别不会影响到使用同个板块的其他成员。","創建和管理自定義類別。 類別是特定於用戶的，因此將圖板移至您的類別不會影響使用同一圖板的其他成員。"
"SidebarTour.ManageCategories.Title","Categories","Категории","","Verwalte Kategorien","","","Gérer les catégories","","","カテゴリー管理","Categorieën beheren","","Gerenciar categorias","Hantera kategorier","Kategori yönetimi","管理类别","管理分類"
"SidebarTour.SearchForBoards.Body","Cmd/Ctrl + K opens the board switcher: type a few letters of the name and the board opens.","Cmd/Ctrl + K открывает переход по доскам: наберите несколько букв названия — и доска откроется.","","Öffne den Board Wechsler /Cmd/Strg + K) um schnell Boards zu finden und zu deiner Seitenleiste hinzuzufügen.","","","Ouvrez le sélecteur de tableau (Cmd/Ctrl + K) pour rechercher et ajouter rapidement des tableaux à votre barre latérale.","","","Board切替（Cmd/Ctrl + K）により、素早くBoardを検索し、サイドバーに追加することができます。","Open de bordenswitcher (Cmd/Ctrl + K) om snel borden te zoeken en toe te voegen aan je zijbalk.","","Abrir o alternador de board (Cmd/Ctrl + K) para buscar rapidamente e adicionar boards a sua barra lateral.","Öppna Board-växlaren (Cmd/Ctrl + K) för att snabbt söka och lägga till boards i sidofältet.","Panoları hızlıca aramak ve yan çubuğunuza eklemek için pano değiştiriciyi (Cmd/Ctrl + K) açın.","打开类别切换器（Cmd/Ctrl+K）来快速查找并添加板块到你的侧边栏。","打開板切換器 (Cmd/Ctrl + K) 以快速搜索板並將其添加到側邊欄。"
"SidebarTour.SearchForBoards.Title","Find a board","Найдите доску","","Suche nach Boards","","","Rechercher des cartes","","","Boardを検索","Borden zoeken","","Buscar por boards","Sök efter boards","Pano arama","搜索板块","查詢看板"
"SidebarTour.SidebarCategories.Body","Every board is listed here. Drag one into a category of your own to keep the list in an order that suits you.","Здесь все доски. Перетащите доску в свою категорию, чтобы держать список в удобном порядке.","","Alle deine Boards sind jetzt unter deiner neuen Seitenleiste organisiert. Kein Wechseln mehr zwischen Arbeitsbereichen. Eigene Kategorien werden einmalig auf Basis deiner bisherigen Arbeitsbereiche automatisch im Rahmen des Upgrades auf 7.2 erstellt. Diese können entfernt oder nach deinem Bedarf bearbeitet werden.","","","Tous vos tableaux sont maintenant organisés sous votre nouvelle barre latérale. Plus besoin de basculer entre les espaces de travail. Des catégories personnalisées uniques basées sur vos espaces de travail précédents peuvent avoir été automatiquement créées pour vous dans le cadre de la mise à jour 7.2. Ceux-ci peuvent être supprimés ou modifiés selon vos préférences.","","","すべてのBoardが新しいサイドバーの下に整理されました。もう、ワークスペースを切り替える必要はありません。v7.2へのアップグレードに伴い、以前のワークスペースに基づいたカスタムカテゴリーが自動的に作成されている場合があります。これらは、お好みで削除したり編集することができます。","Al je borden zijn nu georganiseerd in je nieuwe zijbalk. Niet meer schakelen tussen werkruimten. Eenmalige zelfgemaakte categorieën gebaseerd op jouw vorige workspaces kunnen automatisch gemaakt zijn voor jou als onderdeel van jouw v7.2 upgrade. Deze kunnen worden verwijderd of aangepast aan jouw voorkeur.","","Todos seus boards agora são organizados sob sua nova barra lateral. Não é mais necessárioa alternar entre espaços de trabalho. Categorias personalizadas em suas estações prévias de trabalho foram automaticamente criadas para você como parte do seu upgrade para v7.2. Estas podem ser removidas ou editadas de acordo com a sua preferência.","Alla dina boards är nu organiserade i ditt nya sidofält. Du behöver inte längre växla mellan olika arbetsområden. Anpassade kategorier baserade på dina tidigare arbetsytor kan ha skapats automatiskt för dig som en del av din uppgradering av v7.2. Dessa kan tas bort eller redigeras enligt dina önskemål.","Tüm panolarınızı artık yeni yan çubuğunuz altında bulabilirsiniz. Artık çalışma alanları arasında geçiş yapmanıza gerek yok. Önceki çalışma alanlarınıza göre eklenmiş tek seferlik özel kategoriler, 7.2 sürümüne güncellemenizin bir parçası olarak otomatik şekilde eklenmiş olabilir. Bunları isteğinize göre kaldırabilir ya da düzenleyebilirsiniz.","你所有的板块现会在侧边栏下被管理。无需在不同工作区中进行切换。基于你之前工作区的一次性自定义板块，将会作为v7.2版本更新自动创建。这个特性可以在设置里更改会或移除。","您所有的看板現在都在您的新側邊欄下進行了組織。 不再在工作區之間切換。 作為 v7.2 升級的一部分，可能會自動為您創建基於您之前工作區的一次性自定義類別。 這些可以根據您的喜好刪除或編輯。"
